source,category,subcategory,scope,text_en,text_zh,preview,extra_id
newzone,人物,发型,default,multi-tied hair,多绑头发,https://img.aishort.top/imgprompt/20260211134714539.webp,
newzone,人物,发型,default,payot,长鬓角,https://img.aishort.top/imgprompt/20260317085356419.webp,
newzone,人物,发型,default,dynamic hair,动态头发,https://img.aishort.top/imgprompt/20260211134835394.webp,
newzone,人物,发型,default,swept bangs,侧扫刘海,https://img.aishort.top/imgprompt/20260317085511880.webp,
newzone,人物,发型,default,crossed bangs,交叉刘海,https://img.aishort.top/imgprompt/20260317085523411.webp,
newzone,人物,发型,default,bangs,刘海,https://img.aishort.top/imgprompt/20260211134915118.webp,
newzone,人物,发型,default,blunt bangs,齐刘海,https://img.aishort.top/imgprompt/20260211134928539.webp,
newzone,人物,发型,default,Slanted bangs,斜刘海,https://img.aishort.top/imgprompt/20260317085534089.webp,
newzone,人物,发型,default,long bangs,长刘海,https://img.aishort.top/imgprompt/20260211134954164.webp,
newzone,人物,发型,default,air bangs,空气刘海,https://img.aishort.top/imgprompt/20260211135006710.webp,
newzone,人物,发型,default,asymmetric bangs,不对称刘海,https://img.aishort.top/imgprompt/20260211135019506.webp,
newzone,人物,发型,default,asymmetrical bangs,不对称刘海,https://img.aishort.top/imgprompt/20260211135032224.webp,
newzone,人物,发型,default,parted bangs,分刘海,https://img.aishort.top/imgprompt/20260211135044711.webp,
newzone,人物,发型,default,side_blunt_bangs,侧面空气刘海,https://img.aishort.top/imgprompt/20260211135057869.webp,
newzone,人物,发型,default,centre parting bangs,中分刘海,https://img.aishort.top/imgprompt/20260211135111315.webp,
newzone,人物,发型,default,middle Fringe,中分刘海,https://img.aishort.top/imgprompt/20260211135125221.webp,
newzone,人物,发型,default,bowl_cut,蘑菇头|锅盖头,https://img.aishort.top/imgprompt/20260317093750802.webp,
newzone,人物,发型,default,hair_flaps,发翼,https://img.aishort.top/imgprompt/20260211135152355.webp,
newzone,人物,发型,default,hair wings,翼状头发,https://img.aishort.top/imgprompt/20260317091639887.webp,
newzone,人物,发型,default,hair in takes,收拢,https://img.aishort.top/imgprompt/20260317085554606.webp,
newzone,人物,发型,default,flipped hair,翘发,https://img.aishort.top/imgprompt/20260211135236687.webp,
newzone,人物,发型,default,messy hair,凌乱发型,https://img.aishort.top/imgprompt/20260211135250742.webp,
newzone,人物,发型,default,disheveled hair,蓬发,https://img.aishort.top/imgprompt/20260211135304950.webp,
newzone,人物,发型,default,antenna hair,多根呆毛,https://img.aishort.top/imgprompt/20260211135318694.webp,
newzone,人物,发型,default,ahoge,呆毛,https://img.aishort.top/imgprompt/20260211135331864.webp,
newzone,人物,发型,default,forehead,露额头,https://img.aishort.top/imgprompt/20260211135345248.webp,
newzone,人物,发型,default,dreadlocks,脏辫,https://img.aishort.top/imgprompt/20260211135359047.webp,
newzone,人物,发型,default,wet hair,湿发,https://img.aishort.top/imgprompt/20260211135414722.webp,
newzone,人物,面部,default,makeup,化妆,https://img.aishort.top/imgprompt/20260211135428189.webp,
newzone,人物,面部,default,eyeshadow,眼影,https://img.aishort.top/imgprompt/20260211135441756.webp,
newzone,人物,面部,default,red eyeshadow,红色眼影,https://img.aishort.top/imgprompt/20260211135455636.webp,
newzone,人物,面部,default,blue eyeshadow,蓝色眼影,https://img.aishort.top/imgprompt/20260211135509150.webp,
newzone,人物,面部,default,purple eyeshadow,紫色眼影,https://img.aishort.top/imgprompt/20260211135522633.webp,
newzone,人物,面部,default,pink eyeshadow,粉色眼影,https://img.aishort.top/imgprompt/20260317085605075.webp,
newzone,人物,面部,default,green eyeshadow,绿色眼影,https://img.aishort.top/imgprompt/20260211135551898.webp,
newzone,人物,面部,default,mascara,睫毛膏,https://img.aishort.top/imgprompt/20260211135605064.webp,
newzone,人物,面部,default,long_eyelashes,长睫毛,https://img.aishort.top/imgprompt/20260317085615384.webp,
newzone,人物,面部,default,colored_eyelashes,彩色睫毛,https://img.aishort.top/imgprompt/20260317085625708.webp,
newzone,人物,面部,default,lipgloss,唇彩,https://img.aishort.top/imgprompt/20260211135643787.webp,
newzone,人物,面部,default,red_lips,红唇,https://img.aishort.top/imgprompt/20260211135656277.webp,
newzone,人物,面部,default,anime_style_blush,动画式脸红,https://img.aishort.top/imgprompt/20260211135709219.webp,
newzone,人物,面部,default,nose_blush,鼻腮红,https://img.aishort.top/imgprompt/20260211135722808.webp,
newzone,人物,面部,default,freckles,雀斑,https://img.aishort.top/imgprompt/20260211135736006.webp,
newzone,人物,面部,default,mole,痣,https://img.aishort.top/imgprompt/20260317125729198.webp,
newzone,人物,面部,default,mole_under_eye,眼睛下方的痣,https://img.aishort.top/imgprompt/20260317125739647.webp,
newzone,人物,面部,default,scar,疤痕,https://img.aishort.top/imgprompt/20260317091147933.webp,
newzone,人物,面部,default,scar_across_eye,眼睛上的疤痕,https://img.aishort.top/imgprompt/20260317091147936.webp,
newzone,人物,面部,default,facial_mark,面部有图案,https://img.aishort.top/imgprompt/20260317091147929.webp,
newzone,人物,面部,default,forehead_mark,额头有图案,https://img.aishort.top/imgprompt/20260317091147932.webp,
newzone,人物,面部,default,anger_vein,头部愤怒符号,https://img.aishort.top/imgprompt/20260317085738502.webp,
newzone,人物,面部,default,bags_under_eyes,眼袋,https://img.aishort.top/imgprompt/20260211135922221.webp,
newzone,人物,面部,default,bruise_on_face,脸上有瘀伤,https://img.aishort.top/imgprompt/20260317085748785.webp,
newzone,人物,面部,default,whisker_markings,胡须斑纹,https://img.aishort.top/imgprompt/20260317091147934.webp,
newzone,人物,面部,default,facepaint,面部涂装,https://img.aishort.top/imgprompt/20260211140001291.webp,
newzone,人物,面部,default,hair between eyes,眸间发,https://img.aishort.top/imgprompt/20260317085809529.webp,
newzone,人物,面部,default,smoking_pipe,烟斗,https://img.aishort.top/imgprompt/20260211140027782.webp,
newzone,人物,面部,default,mustache,小胡子,https://img.aishort.top/imgprompt/20260211140040582.webp,
newzone,人物,面部,default,goatee,山羊胡,https://img.aishort.top/imgprompt/20260317085820196.webp,
newzone,人物,面部,default,food_on_face,食物在脸上,https://img.aishort.top/imgprompt/20260317091147931.webp,
newzone,人物,面部,default,rice_on_face,饭在脸上,https://img.aishort.top/imgprompt/20260317091147935.webp,
newzone,人物,面部,default,cream_on_face,奶油在脸上,https://img.aishort.top/imgprompt/20260211140146910.webp,
newzone,人物,耳朵,default,elf ears,精灵耳朵,https://img.aishort.top/imgprompt/20260211140201457.webp,
newzone,人物,耳朵,default,pointy_ears,尖耳朵,https://img.aishort.top/imgprompt/20260211140214786.webp,
newzone,人物,耳朵,default,long_pointy_ears,长尖耳朵,https://img.aishort.top/imgprompt/20260211140227302.webp,
newzone,人物,耳朵,default,demon ears,恶魔耳朵,https://img.aishort.top/imgprompt/20260211140239977.webp,
newzone,人物,耳朵,default,angel ears,天使耳朵,https://img.aishort.top/imgprompt/20260211140253165.webp,
newzone,人物,耳朵,default,alien ears,外星人耳朵,https://img.aishort.top/imgprompt/20260211140306211.webp,
newzone,人物,耳朵,default,animal_ears,兽耳,https://img.aishort.top/imgprompt/20260211140319308.webp,
newzone,人物,耳朵,default,fake_animal_ears,假兽耳,https://img.aishort.top/imgprompt/20260211140332192.webp,
newzone,人物,耳朵,default,ears_through_headwear,耳朵穿过帽子或头饰,https://img.aishort.top/imgprompt/20260211140345054.webp,
newzone,人物,耳朵,default,ear_blush,耳朵通红,https://img.aishort.top/imgprompt/20260317085850900.webp,
newzone,人物,耳朵,default,ear_ornament,耳饰,https://img.aishort.top/imgprompt/20260211140411242.webp,
newzone,人物,耳朵,default,ear_piercing,耳洞,https://img.aishort.top/imgprompt/20260317085901159.webp,
newzone,人物,耳朵,default,animal_ear_fluff,动物耳朵绒毛,https://img.aishort.top/imgprompt/20260211140436579.webp,
newzone,人物,耳朵,default,ears_down,垂耳,https://img.aishort.top/imgprompt/20260211140448981.webp,
newzone,人物,耳朵,default,floppy_ears,松软的耳朵,https://img.aishort.top/imgprompt/20260211140501832.webp,
newzone,人物,耳朵,default,fox_ears,狐狸耳朵,https://img.aishort.top/imgprompt/20260211140514415.webp,
newzone,人物,耳朵,default,cat_ears,猫耳朵,https://img.aishort.top/imgprompt/20260211140527432.webp,
newzone,人物,耳朵,default,dog_ears,狗耳朵,https://img.aishort.top/imgprompt/20260211140539891.webp,
newzone,人物,耳朵,default,coyote_ears,郊狼耳朵,https://img.aishort.top/imgprompt/20260211140553006.webp,
newzone,人物,耳朵,default,bunny_ears,兔耳,https://img.aishort.top/imgprompt/20260211140605661.webp,
newzone,人物,耳朵,default,mouse_ears,老鼠耳朵,https://img.aishort.top/imgprompt/20260211140618000.webp,
newzone,人物,耳朵,default,squirrel_ears,松鼠耳朵,https://img.aishort.top/imgprompt/20260211140630342.webp,
newzone,人物,耳朵,default,raccoon_ears,浣熊耳朵,https://img.aishort.top/imgprompt/20260211140642652.webp,
newzone,人物,耳朵,default,bear_ears,熊耳朵,https://img.aishort.top/imgprompt/20260211140655306.webp,
newzone,人物,耳朵,default,panda_ears,熊猫耳朵,https://img.aishort.top/imgprompt/20260211140708077.webp,
newzone,人物,耳朵,default,lion_ears,狮子耳朵,https://img.aishort.top/imgprompt/20260211140720711.webp,
newzone,人物,耳朵,default,jaguar_ears,美洲豹耳朵,https://img.aishort.top/imgprompt/20260211140733933.webp,
newzone,人物,耳朵,default,tiger_ears,虎耳,https://img.aishort.top/imgprompt/20260211140746748.webp,
newzone,人物,耳朵,default,wolf ears,狼耳朵,https://img.aishort.top/imgprompt/20260211140759873.webp,
newzone,人物,耳朵,default,horse_ears,马耳,https://img.aishort.top/imgprompt/20260211140812680.webp,
newzone,人物,耳朵,default,cow ears,牛耳朵,https://img.aishort.top/imgprompt/20260211140825415.webp,
newzone,人物,耳朵,default,pig ears,猪耳朵,https://img.aishort.top/imgprompt/20260211140838123.webp,
newzone,人物,耳朵,default,sheep ears,羊耳朵,https://img.aishort.top/imgprompt/20260211140850899.webp,
newzone,人物,耳朵,default,goat ears,山羊耳朵,https://img.aishort.top/imgprompt/20260211140903942.webp,
newzone,人物,耳朵,default,goat_horns,山羊角,https://img.aishort.top/imgprompt/20260211140916682.webp,
newzone,人物,耳朵,default,curled_horns,弯角,https://img.aishort.top/imgprompt/20260211140929757.webp,
newzone,人物,耳朵,default,hair_on_horn,角上的头发,https://img.aishort.top/imgprompt/20260211140942812.webp,
newzone,人物,耳朵,default,deer ears,鹿耳朵,https://img.aishort.top/imgprompt/20260211140956792.webp,
newzone,人物,耳朵,default,antelope ears,羚羊耳朵,https://img.aishort.top/imgprompt/20260211141009982.webp,
newzone,人物,耳朵,default,antlers,鹿角,https://img.aishort.top/imgprompt/20260211141023046.webp,
newzone,人物,耳朵,default,rhino ears,犀牛耳朵,https://img.aishort.top/imgprompt/20260211141036071.webp,
newzone,人物,耳朵,default,elephant ears,大象耳朵,https://img.aishort.top/imgprompt/20260211141049377.webp,
newzone,人物,耳朵,default,bat_ears,蝙蝠耳朵,https://img.aishort.top/imgprompt/20260211141102637.webp,
newzone,人物,耳朵,default,extra_ears,额外的耳朵,https://img.aishort.top/imgprompt/20260211141115459.webp,
newzone,人物,耳朵,default,alpaca_ears,羊驼耳,https://img.aishort.top/imgprompt/20260211141127900.webp,
newzone,人物,耳朵,default,dragon ears,龙耳朵,https://img.aishort.top/imgprompt/20260211141140686.webp,
newzone,人物,耳朵,default,robot_ears,机械耳,https://img.aishort.top/imgprompt/20260211141153827.webp,
newzone,人物,耳朵,default,dragon_horns,龙角,https://img.aishort.top/imgprompt/20260211141206637.webp,
newzone,人物,耳朵,default,oni_horns,鬼角,https://img.aishort.top/imgprompt/20260211141219203.webp,
newzone,人物,耳朵,default,horns,兽角,https://img.aishort.top/imgprompt/20260211141232894.webp,
newzone,人物,耳朵,default,fake_horns,假角,https://img.aishort.top/imgprompt/20260211141246209.webp,
newzone,人物,眉毛,default,thick eyebrows,浓眉,https://img.aishort.top/imgprompt/20260211141259339.webp,
newzone,人物,眉毛,default,cocked eyebrow,眉毛翘起,https://img.aishort.top/imgprompt/20260317085911459.webp,
newzone,人物,眉毛,default,short eyebrows,短眉毛,https://img.aishort.top/imgprompt/20260317085921682.webp,
newzone,人物,眉毛,default,v-shaped eyebrows,V字眉,https://img.aishort.top/imgprompt/20260317085931621.webp,
newzone,人物,眼睛,default,beautiful_detailed_eyes,美丽的眼睛,https://img.aishort.top/imgprompt/20260211141356627.webp,
newzone,人物,眼睛,default,glistening_eyes,水汪汪的眼睛,https://img.aishort.top/imgprompt/20260211141410983.webp,
newzone,人物,眼睛,default,sparkling_eyes,星星眼,https://img.aishort.top/imgprompt/20260211141425932.webp,
newzone,人物,眼睛,default,sparkling_anime_eyes,闪光动画眼,https://img.aishort.top/imgprompt/20260211141441008.webp,
newzone,人物,眼睛,default,gradient_eyes,渐变眼睛,https://img.aishort.top/imgprompt/20260211141456882.webp,
newzone,人物,眼睛,default,water_eyes,含泪的眼睛,https://img.aishort.top/imgprompt/20260211141511928.webp,
newzone,人物,眼睛,default,eye_relfection,眼球反射（瞳孔对光线的反应）,https://img.aishort.top/imgprompt/20260211141526968.webp,
newzone,人物,眼睛,default,reflective_eyes,反光的眼睛,https://img.aishort.top/imgprompt/20260211141541987.webp,
newzone,人物,眼睛,default,multicolored_eyes,多彩多姿的眼睛,https://img.aishort.top/imgprompt/20260211141555189.webp,
newzone,人物,眼睛,default,red eyes,红色眼睛,https://img.aishort.top/imgprompt/20260211141609013.webp,
newzone,人物,眼睛,default,green eyes,绿色眼睛,https://img.aishort.top/imgprompt/20260211141622532.webp,
newzone,人物,眼睛,default,blue_eyes,蓝眼睛,https://img.aishort.top/imgprompt/20260211141635763.webp,
newzone,人物,眼睛,default,purple eyes,紫色眼睛,https://img.aishort.top/imgprompt/20260211141648650.webp,
newzone,人物,眼睛,default,pink eyes,粉色眼睛,https://img.aishort.top/imgprompt/20260211141701641.webp,
newzone,人物,眼睛,default,yellow eyes,黄色眼睛,https://img.aishort.top/imgprompt/20260211141715775.webp,
newzone,人物,眼睛,default,orange eyes,橙色眼睛,https://img.aishort.top/imgprompt/20260211141729005.webp,
newzone,人物,眼睛,default,brown_eyes,棕色的眼睛,https://img.aishort.top/imgprompt/20260211141742407.webp,
newzone,人物,眼睛,default,light_brown_eyes,浅棕色眼睛,https://img.aishort.top/imgprompt/20260211141755361.webp,
newzone,人物,眼睛,default,silver_eyes,银色的眼睛,https://img.aishort.top/imgprompt/20260211141808530.webp,
newzone,人物,眼睛,default,grey eyes,灰色眼睛,https://img.aishort.top/imgprompt/20260211141821491.webp,
newzone,人物,眼睛,default,black eyes,黑色眼睛,https://img.aishort.top/imgprompt/20260211141834576.webp,
newzone,人物,眼睛,default,white eyes,白色眼睛,https://img.aishort.top/imgprompt/20260211141847555.webp,
newzone,人物,眼睛,default,aqua_eyes,水蓝色眼睛,https://img.aishort.top/imgprompt/20260211214240906.webp,
newzone,人物,眼睛,default,hidden eyes,隐藏眼睛,https://img.aishort.top/imgprompt/20260211141911959.webp,
newzone,人物,眼睛,default,heart-shaped eyes,心形眼睛,https://img.aishort.top/imgprompt/20260211141924742.webp,
newzone,人物,眼睛,default,heart_in_eye,心形眼,https://img.aishort.top/imgprompt/20260211141937750.webp,
newzone,人物,眼睛,default,hollow_eyes,star-shaped_pupils,https://img.aishort.top/imgprompt/20260211141950217.webp,
newzone,人物,眼睛,default,mechanical_eye,机械眼,https://img.aishort.top/imgprompt/20260211142003153.webp,
newzone,人物,眼睛,default,ringed_eyes,圈状眼睛,https://img.aishort.top/imgprompt/20260211142016888.webp,
newzone,人物,眼睛,default,clock_eyes,钟眼,https://img.aishort.top/imgprompt/20260211142030173.webp,
newzone,人物,眼睛,default,compound_eyes,复眼,https://img.aishort.top/imgprompt/20260211142043800.webp,
newzone,人物,眼睛,default,devil_eyes,恶魔之眼,https://img.aishort.top/imgprompt/20260211214254334.webp,
newzone,人物,眼睛,default,cephalopod_eyes,头足类眼睛,https://img.aishort.top/imgprompt/20260211142200691.webp,
newzone,人物,眼睛,default,mismatched_sclera,不匹配巩膜,https://img.aishort.top/imgprompt/20260211142213800.webp,
newzone,人物,眼睛,default,solid circle eyes,实心圆眼,https://img.aishort.top/imgprompt/20260211142226361.webp,
newzone,人物,眼睛,default,solid_oval_eyes,Q版实心椭圆眼睛,https://img.aishort.top/imgprompt/20260211142239019.webp,
newzone,人物,眼睛,default,anime_style_eyes,动漫风格的眼睛,https://img.aishort.top/imgprompt/20260211142251524.webp,
newzone,人物,眼睛,default,blush_stickers,Q版腮红贴纸,https://img.aishort.top/imgprompt/20260211142304171.webp,
newzone,人物,眼睛,default,button eyes,纽扣眼睛,https://img.aishort.top/imgprompt/20260211142316885.webp,
newzone,人物,眼睛,default,cross eyed,斗鸡眼,https://img.aishort.top/imgprompt/20260211142329710.webp,
newzone,人物,眼睛,default,blank eyes,空白的眼睛,https://img.aishort.top/imgprompt/20260211142342508.webp,
newzone,人物,眼睛,default,spiral_eyes,漩涡眼,https://img.aishort.top/imgprompt/20260211142355427.webp,
newzone,人物,眼睛,default,sanpaku,三白症(瞳孔偏移),https://img.aishort.top/imgprompt/20260211142408606.webp,
newzone,人物,眼睛,default,flaming_eye,焰目,https://img.aishort.top/imgprompt/20260211142422174.webp,
newzone,人物,眼睛,default,bloodshot_eyes,布满血丝的眼睛,https://img.aishort.top/imgprompt/20260211142434915.webp,
newzone,人物,眼睛,default,blood_from_eyes,血从眼里流出,https://img.aishort.top/imgprompt/20260212070356608.webp,
newzone,人物,眼睛,default,extra_eyes,多只眼睛,https://img.aishort.top/imgprompt/20260211142452385.webp,
newzone,人物,眼睛,default,one-eyed,独眼,https://img.aishort.top/imgprompt/20260211142505170.webp,
newzone,人物,眼睛,default,third_eye,第三只眼,https://img.aishort.top/imgprompt/20260211142519248.webp,
newzone,人物,眼睛,default,eye_of_horus,荷鲁斯之眼,https://img.aishort.top/imgprompt/20260211142532030.webp,
newzone,人物,眼睛,default,closed_eyes,闭上的眼睛,https://img.aishort.top/imgprompt/20260211142544858.webp,
newzone,人物,眼睛,default,half_closed_eye,半闭的眼睛(单眼),https://img.aishort.top/imgprompt/20260211142557836.webp,
newzone,人物,眼睛,default,half_closed_eyes,半闭的双眼,https://img.aishort.top/imgprompt/20260211142610659.webp,
newzone,人物,眼睛,default,narrowed_eyes,眯起眼睛,https://img.aishort.top/imgprompt/20260211142623439.webp,
newzone,人物,眼睛,default,squinting,眯起眼睛看,https://img.aishort.top/imgprompt/20260211142636132.webp,
newzone,人物,眼睛,default,tears,眼泪,https://img.aishort.top/imgprompt/20260211142649263.webp,
newzone,人物,眼睛,default,upturned_eyes,上翘的眼睛,https://img.aishort.top/imgprompt/20260211142702081.webp,
newzone,人物,眼睛,default,eyes_closed,闭眼,https://img.aishort.top/imgprompt/20260211142714676.webp,
newzone,人物,眼睛,default,one_eye_covered,一只眼被遮住,https://img.aishort.top/imgprompt/20260211142727191.webp,
newzone,人物,眼睛,default,covered_eyes,蒙住的眼睛,https://img.aishort.top/imgprompt/20260211142739964.webp,
newzone,人物,眼睛,default,hair_over_eyes,头发遮着双眼,https://img.aishort.top/imgprompt/20260211142752991.webp,
newzone,人物,眼睛,default,hair_over_one_eye,头发遮住了一只眼睛,https://img.aishort.top/imgprompt/20260211142805588.webp,
newzone,人物,眼睛,default,eyes_visible_through_hair,透过头发可以看到的眼睛,https://img.aishort.top/imgprompt/20260211142817980.webp,
newzone,人物,眼睛,default,shading eyes,涂眼影的眼睛,https://img.aishort.top/imgprompt/20260211142830526.webp,
newzone,人物,眼睛,default,one eye closed,一只眼睛闭着,https://img.aishort.top/imgprompt/20260211142843591.webp,
newzone,人物,眼睛,default,no_blindfold,去掉了(原设有的)蒙眼要素,https://img.aishort.top/imgprompt/20260211220153156.webp,
newzone,人物,眼睛,default,no_eyepatch,去掉了(原设有的)眼罩,https://img.aishort.top/imgprompt/20260211142907966.webp,
newzone,人物,眼睛,default,eyeliner,眼线,https://img.aishort.top/imgprompt/20260211142920494.webp,
newzone,人物,眼睛,default,no_eyes,没眼睛,https://img.aishort.top/imgprompt/20260211142933039.webp,
newzone,人物,眼睛,default,uneven_eyes,大小眼,https://img.aishort.top/imgprompt/20260211142945481.webp,
newzone,人物,瞳孔,default,pupils,瞳孔,https://img.aishort.top/imgprompt/20260211142958172.webp,
newzone,人物,瞳孔,default,bright_pupils,明亮的瞳孔,https://img.aishort.top/imgprompt/20260211143011456.webp,
newzone,人物,瞳孔,default,blue_pupils,橙色瞳孔,https://img.aishort.top/imgprompt/20260211143024647.webp,
newzone,人物,瞳孔,default,purple_pupils,紫色瞳孔,https://img.aishort.top/imgprompt/20260211143037152.webp,
newzone,人物,瞳孔,default,orange_pupils,橙色瞳孔,https://img.aishort.top/imgprompt/20260211143049459.webp,
newzone,人物,瞳孔,default,heterochromia,异色瞳,https://img.aishort.top/imgprompt/20260211143102469.webp,
newzone,人物,瞳孔,default,mismatched_pupils,不匹配的瞳孔,https://img.aishort.top/imgprompt/20260211143115346.webp,
newzone,人物,瞳孔,default,solid_circle_pupils,Q版实心圆瞳孔,https://img.aishort.top/imgprompt/20260211143127812.webp,
newzone,人物,瞳孔,default,dilated_pupils,瞳孔散大,https://img.aishort.top/imgprompt/20260211143140879.webp,
newzone,人物,瞳孔,default,constricted_pupils,收缩的瞳孔,https://img.aishort.top/imgprompt/20260211143153508.webp,
newzone,人物,瞳孔,default,slit_pupils,竖的瞳孔/猫眼,https://img.aishort.top/imgprompt/20260317093802688.webp,
newzone,人物,瞳孔,default,snake_pupils,蛇瞳（瞳孔闪光）,https://img.aishort.top/imgprompt/20260317093813015.webp,
newzone,人物,瞳孔,default,horizontal_pupils,水平瞳孔,https://img.aishort.top/imgprompt/20260211143231312.webp,
newzone,人物,瞳孔,default,rectangular_pupils,长方形瞳孔,https://img.aishort.top/imgprompt/20260211143243842.webp,
newzone,人物,瞳孔,default,square_pupils,方形瞳孔,https://img.aishort.top/imgprompt/20260211143256433.webp,
newzone,人物,瞳孔,default,dot_pupils,点瞳孔,https://img.aishort.top/imgprompt/20260211143308943.webp,
newzone,人物,瞳孔,default,star-shaped_pupils,五角星形状瞳孔,https://img.aishort.top/imgprompt/20260211143321388.webp,
newzone,人物,瞳孔,default,flower-shaped pupils,花状瞳孔,https://img.aishort.top/imgprompt/20260211143334652.webp,
newzone,人物,瞳孔,default,heart-shaped_pupils,爱心形瞳孔,https://img.aishort.top/imgprompt/20260317093823349.webp,
newzone,人物,瞳孔,default,diamond-shaped_pupils,钻石形状瞳孔,https://img.aishort.top/imgprompt/20260211143400233.webp,
newzone,人物,瞳孔,default,butterfly-shaped_pupils,蝴蝶形瞳孔,https://img.aishort.top/imgprompt/20260317093834432.webp,
newzone,人物,瞳孔,default,symbol-shaped_pupils,符号形瞳孔,https://img.aishort.top/imgprompt/20260211143425446.webp,
newzone,人物,瞳孔,default,x-shaped_pupils,X形瞳孔,https://img.aishort.top/imgprompt/20260317094021925.webp,
newzone,人物,瞳孔,default,cross-shaped_pupils,十字形瞳孔,https://img.aishort.top/imgprompt/20260211143449975.webp,
newzone,人物,瞳孔,default,"""+_+""",十字星星眼,https://img.aishort.top/imgprompt/20260317094748517.webp,
newzone,人物,瞳孔,default,extra_pupils,额外的瞳孔,https://img.aishort.top/imgprompt/20260211143515703.webp,
newzone,人物,瞳孔,default,no_pupils,没有瞳孔,https://img.aishort.top/imgprompt/20260317094748513.webp,
newzone,人物,瞳孔,default,devil pupils,魔瞳,https://img.aishort.top/imgprompt/20260317094053112.webp,
newzone,人物,瞳孔,default,pupils sparkling,瞳孔闪烁,https://img.aishort.top/imgprompt/20260317094104457.webp,
newzone,人物,瞳孔,default,symbol_in_eye,眼睛里有符号,https://img.aishort.top/imgprompt/20260211143606626.webp,
newzone,人物,瞳孔,default,star_in_eye,眼睛里的星星,https://img.aishort.top/imgprompt/20260211143619361.webp,
newzone,人物,瞳孔,default,dashed_eyes,虚线的眼睛,https://img.aishort.top/imgprompt/20260317094114187.webp,
newzone,人物,瞳孔,default,color contact lenses,美瞳,https://img.aishort.top/imgprompt/20260211143644206.webp,
newzone,人物,眼神,default,light_eyes,明亮的眼睛,https://img.aishort.top/imgprompt/20260211143656521.webp,
newzone,人物,眼神,default,glowing_eyes,发光的眼睛,https://img.aishort.top/imgprompt/20260211143709034.webp,
newzone,人物,眼神,default,shiny_eyes,闪亮的眼睛,https://img.aishort.top/imgprompt/20260211143721473.webp,
newzone,人物,眼神,default,evil_eyes,邪恶的眼睛,https://img.aishort.top/imgprompt/20260211143733759.webp,
newzone,人物,眼神,default,crazy_eyes,疯狂的眼睛,https://img.aishort.top/imgprompt/20260211143746059.webp,
newzone,人物,眼神,default,empty_eyes,空洞的眼睛,https://img.aishort.top/imgprompt/20260211143758170.webp,
newzone,人物,眼神,default,solid_eyes,坚定的眼睛,https://img.aishort.top/imgprompt/20260211143810525.webp,
newzone,人物,眼神,default,sharp_eyes,锐利的眼,https://img.aishort.top/imgprompt/20260211143823241.webp,
newzone,人物,眼神,default,slanted_eyes,锐利的眼睛,https://img.aishort.top/imgprompt/20260211143835871.webp,
newzone,人物,眼神,default,wink,眨眼,https://img.aishort.top/imgprompt/20260211143848567.webp,
newzone,人物,眼神,default,wide-eyed,睁大眼睛,https://img.aishort.top/imgprompt/20260211143901103.webp,
newzone,人物,眼神,default,glint,眼中闪现强烈的情感,https://img.aishort.top/imgprompt/20260317094748514.webp,
newzone,人物,眼神,default,tsurime,眼尾上扬,https://img.aishort.top/imgprompt/20260317094748516.webp,
newzone,人物,眼神,default,tareme,眼尾下垂,https://img.aishort.top/imgprompt/20260317094748515.webp,
newzone,人物,鼻子,default,pointed nose,尖鼻子,https://img.aishort.top/imgprompt/20260211143953178.webp,
newzone,人物,鼻子,default,small nose,小鼻子,https://img.aishort.top/imgprompt/20260211144005801.webp,
newzone,人物,鼻子,default,big nose,大鼻子,https://img.aishort.top/imgprompt/20260211144018664.webp,
newzone,人物,鼻子,default,no_nose,没鼻子的,https://img.aishort.top/imgprompt/20260211144031354.webp,
newzone,人物,鼻子,default,dot_nose,点状鼻,https://img.aishort.top/imgprompt/20260211144043900.webp,
newzone,人物,鼻子,default,nose_bubble,鼻泡,https://img.aishort.top/imgprompt/20260211144055891.webp,
newzone,人物,鼻子,default,smelling,闻,https://img.aishort.top/imgprompt/20260317095220285.webp,
newzone,人物,鼻子,default,nose,鼻子,https://img.aishort.top/imgprompt/20260211144121453.webp,
newzone,人物,鼻子,default,nosebleed,流鼻血,https://img.aishort.top/imgprompt/20260317095110507.webp,
newzone,人物,鼻子,default,snot,鼻涕,https://img.aishort.top/imgprompt/20260317095120308.webp,
newzone,人物,鼻子,default,snout,动物口鼻部,https://img.aishort.top/imgprompt/20260211144200222.webp,
newzone,人物,嘴巴,default,thick lips,厚嘴唇,https://img.aishort.top/imgprompt/20260211144212802.webp,
newzone,人物,嘴巴,default,puffy lips,肿嘴唇,https://img.aishort.top/imgprompt/20260211144225334.webp,
newzone,人物,嘴巴,default,lipstick,口红,https://img.aishort.top/imgprompt/20260211144238561.webp,
newzone,人物,嘴巴,default,heart-shaped mouth,心形嘴,https://img.aishort.top/imgprompt/20260211144251264.webp,
newzone,人物,嘴巴,default,pout,嘟嘴,https://img.aishort.top/imgprompt/20260211144303831.webp,
newzone,人物,嘴巴,default,mole under mouth,嘴下痣,https://img.aishort.top/imgprompt/20260317095130972.webp,
newzone,人物,嘴巴,default,open_mouth,张嘴,https://img.aishort.top/imgprompt/20260211144330306.webp,
newzone,人物,嘴巴,default,gasping,喘气（张大嘴）,https://img.aishort.top/imgprompt/20260317100011869.webp,
newzone,人物,嘴巴,default,Slightly_open_mouth,嘴巴微微张开,https://img.aishort.top/imgprompt/20260317100021960.webp,
